id	mydate	genre	text
994	2021-05-06	NEWS	 En kvinna får sin spruta på ett vaccincenter i New Delhi på onsdagen. USA har beslutat att stödja förslaget om tillfälligt slopade patenträttigheter för vaccin mot covid-19. Förslaget kan öka den globala produktionen av vaccin av fler tillverkare i hårt drabbade mellaninkomstländer. Nu hamnar bollen hos EU-länderna och Storbritannien. EU-kommissionens ordförande Ursula_von_der_Leyen har redan aviserat att EU kan komma att byta fot i frågan. 
995	2021-05-06	NEWS	 Folkhälsomyndighetens generaldirektör Johan Carlson under torsdagens pressträff. Folkhälsomyndigheten tror att epidemin kan ebba_ut i sommar - om kontakterna mellan människor hålls vid samma nivå som nu, och vaccineringen fortsätter som planerat. - Det ser ljusare ut de kommande månaderna, säger socialminister Lena_Hallengren på en presskonferens på torsdagen. 
996	2021-05-06	PBLMD	 Både EU, USA och Ryssland har uttalat_sig positivt om att slopa patent för coronavaccin. WHO-chefen Tedros Adhanom Ghebreyesus ser det som historiskt. Foto: Salvatore di Nolfi/TT, Johan Nilsson/TT USA:s regering stödjer ett internationellt förslag om att tillfälligt slopa patentreglerna för vaccin mot covid-19. Även EU signalerar stöd. Det är ett stort ögonblick i kampen mot covid-19 , anser Världshälsoorganisationens ledare, men läkemedelsbranschen gläds inte. Kampen om att tillfälligt ta_bort patentskyddet på vaccin för covid_19 har förts inom Världshandelsorganisationen (WTO) av i huvudsak utvecklingsländer som Indien och Sydafrika. Att ta_bort patentskydden skulle främja tillgången på vaccin och öka den globala vaccinproduktionen, lyder argumentationen. Men både i EU och USA, där mycket av forskningen sker, har farhågan varit vad som händer med viljan att ta_fram preparat i framtiden om de ekonomiska spelreglerna ändras i efterhand. Stöd i flera världsdelar USA ställer sig nu bakom att tillfälligt ta_bort patentskyddet under pandemin, även om man reserverar sig för att förhandlingar om detta kan komma att ta tid. Afrikanska unionen riktar hyllningar till USA för att landet tar täten i frågan. Den amerikanska regeringens beslut kommer att gå till historien som rätt beslut i rätt tid, meddelar unionens smittskyddschef John Nkengasong vid en presskonferens, enligt AFP. Ryssland kommer självklart ställa sig bakom ett sådant här förslag, meddelar den ryske presidenten Vladimir Putin. EU är redo Världshälsoorganisationens (WHO) chef Tedros Adhanom Ghebreyesus, beskriver också USA:s besked som historiskt. Även från EU kommer positiva signaler om förslaget. - EU är redo att diskutera alla förslag som tar itu med krisen effektivt och pragmatiskt, sade EU-kommissionens ordförande Ursula_von_der_Leyen i ett tal på torsdagen. Det kan dock ta flera månader innan förslaget blir verklighet, eftersom det ska behandlas av WTO, där samtliga 164 medlemsländer måste vara överens. Det ser dock ut som att en majoritet är för. Fel lösning Läkemedelsindustrin argumenterar dock emot och för fram att slopade patentregler inte hade gjort någon skillnad när det gäller tillgången till vaccin. Den internationella lobbygruppen IFPMA beskriver förslaget som en felaktig lösning på ett komplext problem . Anders Blanck, vd för den svenska branschorganisationen Lif, meddelar att han förutsätter att Sverige fortsätter vara emot. Ett avskaffande av patenten på vacciner mot covid_19 skulle ge oöverblickbara negativa konsekvenser för all framtida utveckling av läkemedel och vacciner , uppger han enligt ett pressutskick. 
997	2021-05-06	PBLMD	 En kvinna åtalas nu för att ha gått till arbetet smittad med covid-19. Enligt åtalet har kvinnan utsatt 18 omsorgstagare, majoriteten i riskgrupp, för livsfara genom att gå till arbetet i väntan på provresultat. I januari gick kvinnan i 35-årsåldern till sitt arbete inom hemtjänsten i Karlskrona kommun, trots att hon vid tillfället väntade på provresultat från sitt coronatest. Efter två arbetspass fick kvinnan provsvaret som visade_sig att hon var smittad och bar på covid-19. - Hon har provtagit sig och gått till jobbet innan hon har fått provresultat. Sedan har det visat_sig att hon har burit på covid-19. Hon har utsatt 18 omsorgstagare, 16 inom riskgrupp och 11 kollegor för livsfara eller fara för allvarlig sjukdom, säger åklagare Malin Rydell Almroth. Kvinnan åtalas nu för framkallande av fara för annan - ett brott där påföljden kan bli böter eller fängelse i högst två år. - Jag vet att det finns liknande ärenden ute i landet. Men här i Blekinge tror jag inte att vi har haft något sådant här innan. Nekar till brott Kvinnan säger själv i förhör att hon kände_sig påtvingad av sin arbetsgivare att gå till jobbet, att hon fått många samtal från chefen som tjatade och frågade när hon skulle komma tillbaka. Hon hade varit hemma sjuk och var vid tillfället genomförkyld, efter vad som framgår i förhören. Kvinnan vidgår händelseförloppet, men förnekar brott. Hon har efter det inträffade avslutat sin anställning inom hemtjänsten. Enligt åtalet är det inte känt att någon omsorgstagare som kvinnan träffade vid tillfället blivit sjuk eller uppvisat symptom efter händelsen. 
998	2021-05-06	PBLMD	 Hör coronastudenterna Tim Leksell och Anna Bogren om situationen efter studenten i klippet ovan. Foto: SVT Ett år har gått sedan Tim Leksell och Anna Bogren, som tillhör den första kullen så kallade coronastudenter, gick ut gymnasiet. SVT har tagit_fram siffror som visar att fler är arbetssökande bland den första så kallade coronakullen jämfört med tidigare år, samtidigt som närmare 30 procent fler 19-åringar sökte högskoleutbildningar i höstas jämfört med året innan. Anna fullföljde sina planer om högskolestudier och pluggar till förskollärare på Gotland sedan hösten 2020, men med all undervisning på distans. - Det känns konstigt att lära känna varandra via datorn och aldrig träffas i verkligheten, säger hon. För Tim, som gick hotell- och turismprogrammet på gymnasiet och hade förhoppningar om fortsatt jobb på hotellet där han praktiserat, gick planerna om intet när coronapandemin svepte in över Sverige förra våren. - Det kändes som en ren käftsmäll - riktigt, riktigt surt! 
999	2021-05-06	PBLMD	 Patienterna ligger 16 timmar på mage. Sedan vänds de i åtta timmar innan det är tillbaka på mage igen i 16 timmar. Foto: Hans Lindblom Smittspridningen i Västernorrland är fortfarande bland de högsta i Sverige och belastningen på länets sjukhus är stor. SVT har besökt den nya covidavdelningen på länssjukhuset i Sundsvall. När vårt team är på plats kämpar sex personer för sitt nästa andetag dygnet runt. Personalen sliter varje minut för att rädda liv. - Man blir inte sjukare än så här utan att faktiskt dö, säger IVA-sjuksköterskan Evamarie Claesson. 
1000	2021-05-06	PBLMD	 Uppmaning från forskare: Ställ er sist i kön och rädda liv Om alla som haft corona och fortfarande har aktiva antikroppar mot viruset ställer sig sist i vaccinkön för att låta andra utan immunitet gå före skulle det minska belastningen inom sjukvården med uppemot 14 procent och samtidigt rädda liv. Den här bedömningen gör en grupp matematiker och forskare i en kommande studie. - Alla kan nog hålla med om att det är bra om vi vaccinerar de som behöver det snabbast möjligt. Därför gjorde vi beräkningar på vilken effekt det skulle få om alla som redan är immuna skjuter_upp sin egen vaccination ett tag för att lämna platsen till andra, säger Tom Britton, professor i matematik och en av forskarna bakom studien. Klart färre på iva Den som haft corona utvecklar antikroppar mot viruset är skyddad mot allvarlig sjukdom och död under minst sex månader visar flera studier. Matematikerna har i studien räknat med att mellan 15 och 20 procent av befolkningen har aktiva antikroppar. Om alla dessa skulle skjuta_upp sin egen vaccinering till förmån för de utan antikroppar skulle det minska smittspridningen och därmed antalet covidfall inom intensivvården med mellan 3 och 14 procent. Antalet dödsfall skulle minska ungefär lika mycket procentuellt menar forskarna. - Det här är en hyfsad minskning, inget som kommer innebära en total omsvängning, men jag är övertyga om att vården skulle uppskatta detta, säger Tom Britton. Dagens nya siffror från Folkhälsomyndigheten visar att det är närmare en fjärdedel av befolkningen som nu bär på aktiva antikroppar. Om alla dessa ställer sig sist i vaccinkön skulle effekten av det hamna i det övre intervallet av forskarnas beräkningar, alltså upp mot 14 procents minskning av vårdbehov och dödsfall. Tänk på andra, inte bara dig själv Att göra sådana här matematiska beräkningar på smittspridning och sjuklighet rymmer en hel del osäkerhet eftersom man inte kan veta hur viruset beter sig eller vilka mutationer som dyker upp. Men forskarnas syfte med de här beräkningarna är att få den som redan är immun mot covid_19 att kanske vänta lite för att ge andra plats tidigare. - Man kan i alla fall uppmana de som har antikroppar att se till samhällsnyttan och inte bara till sig själva säger Tom Britton. 
1001	2021-05-06	PBLMD	 Vi ser i dag att så mycket som 25 procent av blodgivarna i Stockholms och Västra Götalandsregionerna nu har antikroppar mot coronaviruset , säger Karin Tegmark Wisell, avdelningschef på Folkhälsomyndigheten. Nu har närmare en fjärdedel av den aktiva befolkningen i Sverige utvecklat naturliga antikroppar mot covid 19. Det visar nya undersökningar som Folkhälsomyndigheten presenterar i dag. Under den tredje vågen i vår har andelen personer med antikroppar fördubblats. Studierna av antikroppar i befolkningen görs på två olika sätt. Dels analyseras blodet från blodgivare i landet, vilket ger en bild av den aktiva vuxna befolkningen. Dels analyseras stickprover från människor som söker öppenvård där åldersfördelningen är mycket bredare. Detta tillsammans ger en bra bild av antikroppar i olika delar av befolkningen. - Vi ser i dag att så mycket som 25 procent av blodgivarna i Stockholms och Västra Götalandsregionerna nu har antikroppar mot coronaviruset, säger Karin Tegmark Wisell, avdelningschef på Folkhälsomyndigheten. Skyddar nästan ett år Dessa har alltså varit sjuka i corona under det senaste året. Karin Tegmark Wisell säger att man nu bedömer att antikroppar som utvecklas efter sjukdom skyddar mot ny infektion till ungefär 90 procent, och skyddet varar i närmare ett helt år. - Men i vissa delar i landet finns ett betydligt lägre antikroppssvar, allra lägst är det i Västerbotten. Där har den aktiva befolkningen ungefär hälften så höga nivåer av antikroppar som i Stockholm och Västra Götaland. Ser man nationellt ligger antikropparna på ungefär 22 procent i den vuxna aktiva befolkningen. Undersökningen av antikroppar bland dem som söker öppenvård visar på en stor skillnad i olika åldersgrupper. - I gruppen över 65 år och äldre är det färre som har antikroppar, bara 15 procent. En stor andel av dessa har sannolikt antikroppar från vaccinet, till skillnad från resten av befolkningen. Blodproverna som granskats kommer från i början av mars i år då främst de äldre vaccinerades. Unga lika mycket antikroppar som vuxna - I de yngre åldrarna har man ungefär samma nivåer av antikroppar som i den arbetsföra delen av befolkningen, mellan 20 och 25 procent beroende på vilken åldersgrupp man tittar på, säger Karin Tegmark Wisell. Andelen människor med naturliga antikroppar efter genomgången coronainfektion har stigit kraftigt, i synnerhet nu under våren, vilket visar på en stor utbredning av smittan och sjukdomen i samhället. 
1002	2021-05-06	PRDCL	 Britter kommer att få veta inom några veckor till vilka karantänsfria länder de kan resa i sommar. Landets transportmyndighet bekräftar att en app från hälsomyndigheten NHS ska användas som vaccinpass för resor utomlands. Transportsekreteraren Grant Shapps hoppas att alla ska bli vana vid att testas regelbundet. Enligt premiärminister Boris_Johnson plan för att upphäva covidrestriktioner och lockdown får internationella resor inte genomföras förrän tidigast den 17:e maj bortsett från vissa undantag, och semester räknas inte som ett undantag. Brittiska ministrar planerar för ett trafikljussystem som ska användas i sommar för att kategorisera olika destinationer. Det betyder att vissa länder ska införas på en grön lista för slutdestinationer som innebär att britterna inte behöver sitta i karantän vid hemkomst, skriver Sky News. Resande måste dock ändå genomgå ett covidtest vid både ut- och inresa till Storbritannien. Läs mer på newsvoice.se, Storbritannien inför vaccinpass för karantänsfria resor utomlands 
1003	2021-05-07	MDCL	 Fem regioner vill kunna erbjuda Astra_Zenecas vaccin mot covid_19 till personer under 65 år, enligt en rundringning som TV4 Nyheterna gjort. Tidigare i veckan meddelade Region Skåne att de lyft frågan om att börja erbjuda Astra_Zenecas vaccin till yngre personer med Folkhälsomyndigheten. Enligt en rundringning som TV4 Nyheterna gjort svarar ytterligare fyra regioner att vill följa Skånes exempel. Det handlar om Gotland, Västmanland, Gävleborg och Jämtland Härjedalen som också önskar föra samtal med Folkhälsomyndigheten om den här frågan. - Vi noterar att Tyskland släpper vaccination med Astra_Zeneca till vuxna grupper igen. Det är rimligt att vi börjar föra den dialogen igen, säger Urban Tirén, biträdande vaccinsamordnare i Jämtland Härjedalen, till TV4 Nyheterna. Folkhälsomyndigheten rekommenderar i nuläget att Astra_Zenecas vaccin mot covid_19 endast ska ges till personer över 65 år. Detta efter rapporter om sällsynta men allvarliga biverkningar. 
1004	2021-05-07	NEWS	 En spruta laddas med vaccin från Astra_Zeneca vid SUS vaccinationscentral i Malmö. Arkivbild. Ytterligare fyra regioner vill kunna erbjuda Astra_Zenecas vaccin till frivilliga personer under 65, rapporterar TV4 Nyheterna som gjort en rundringning till landets regioner. Region Gotland, Gävleborg, Västmanland och Jämtland Härjedalen för nu samtal med Folkhälsomyndigheten. - Vi är öppna för att kunna erbjuda personer under 65 år Astras vaccin, om de själva är intresserade av det. Vi är oroade över den höga smittspridningen och vill kunna använda så mycket vaccin som möjligt, säger Urban Tirén, biträdande vaccinsamordnare i Jämtland Härjedalen, till tv-kanalen. Även region Skåne har tidigare sagt att man vill erbjuda Astra_Zenecas vaccin till yngre. FHM står dock än så länge fast vid rekommendationen att vaccinet enbart ska ges till personer som är 65 år och äldre. - Vi tycker inte att det systematiskt ska erbjudas i regionerna utifrån det kunskapsläge vi befinner_oss i i dag, säger Karin Tegmark Wisell, avdelningschef på FHM, till TV4. 
1005	2021-05-07	NEWS	 En vårdanställd i Pakistan håller upp en dos av Sinopharm Beijings vaccin mot covid-19. Arkivbild. Världshälsoorganisationen (WHO) har utfärdat ett nödgodkännande för det kinesiska covid-19-vaccinet Sinopharm. - WHO godkände i eftermiddags Sinopharm Beijings covid-19-vaccin för användning i nödsituationer, vilket gör det till det sjätte vaccinet som valideras av WHO i fråga om säkerhet, effektivitet och kvalitet, säger WHO-chefen Tedros Adhanom Ghebreyesus. Nödgodkännandet öppnar för länder att godkänna och importera vaccinet, samt för vaccinet att ingå i det internationella vaccinationsprogrammet Covax. Sinopharm ges i två doser, och används redan i ett tiotal länder. 
1006	2021-05-07	NEWS	 Stefan_Löfven (S). Borde patentskyddet för vaccin mot covid_19 tillfälligt tas_bort för att få fart på kampen mot pandemin? Ja, säger USA - men inom EU råder tvekan. Frågan kommer att diskuteras när EU-ländernas stats- och regeringschefer möts i portugisiska Porto under fredagen och lördagen. USA har öppnat för ett slopat skydd och fått gehör från flera av EU:s medlemsländer. Statsminister Stefan_Löfven (S) tycker dock att andra frågor är mer akuta. - Det viktigaste är att vi ser till att få upp produktionen och distributionen av vaccin. Det går att göra mycket på det. Vi menar att snabbaste sättet att få upp volymen är att ta_bort de exportrestriktioner som finns lite varstans. EU är ett av de få territorier varifrån det faktiskt exporteras, konstaterar Löfven på väg in till toppmötet. Ett lyftande av patentskyddet riskerar att inte hjälpa på kort sikt, anser statsministern. - Jag tror att vägen via patenten, den diskussionen, tar för lång tid helt enkelt. Vi behöver agera här och nu, säger Löfven i Porto. Frankrikes president Emmanuel Macron är inne på samma linje. - Det handlar inte riktigt om immateriella rättigheter. Kan du ge dem till laboratorier som inte vet hur de de ska tillverka och inte kommer att kunna göra det i morgon? frågar sig Macron på väg in till toppmötet. - Huvudfrågan är inte patentskydd utan produktionskapacitet, säger i sin tur Tysklands hälsominister Jens Spahn på en presskonferens på fredagen, enligt nyhetsbyrån Reuters. Frankrike och Tyskland välkomnar ändå diskussionen - samtidigt som de först och främst vill se att USA och Storbritannien öppnar_upp kring vidareskickandet av vaccin och råmaterial. - I dag blockerar det anglo-saxiska blocket många av de här ingredienserna och vaccinen. 100 procent av de vaccin som produceras i USA är för den amerikanska marknaden, säger Macron i Porto. Något slutligt EU-beslut om vaccinpatenten väntas inte under helgens toppmöte. 
1007	2021-05-07	NEWS	 Vill ha besked om yngre kan få välja Astra_Zenecas vaccin. EMA begär en analys av alla som fått det neurologiska syndromet GBS efter att ha fått Astra_Zenecas vaccin mot covid-19. EMA undersöker rapporter om fall av ett sällsynt neurologiskt syndrom bland personer som fått Astra_Zenecas vaccin mot covid-19. Den europeiska läkemedelsmyndigheten EMA undersöker rapporter om fall av det sällsynta neurologiska tillståndet Guillain-Barrés syndrom, GBS, bland personer som fått Astra_Zenecas vaccin mot covid-19, Vaxzevria. Det skriver EMA i ett pressmeddelande. GBS är en störning i immunsystemet som kan orsaka smärta, stelhet, muskelsvaghet och svårigheter att gå. Fall av GBS upptäcktes under godkännandeprocessen, och klassas som så kallade oönskade händelser , där det inte är klarlagt om det finns något orsakssamband med vaccinet. EMA uppger inte hur många fall det rör_sig om. EMA har nu begärt att Astra_Zeneca lämnar_ut detaljerade data med en analys av alla rapporterade fall i nästa sammanfattande säkerhetsrapport. EMA utreder sedan tidigare en möjlig koppling mellan Vaxzevria och mycket sällsynta fall av blodpropp i kombination med låga halter av blodplättar. I Sverige har totalt sju sådana misstänkta fall rapporterats_in hittills, varav tre har resulterat i dödsfall. 
1008	2021-05-07	PBLMD	 1800 personer har fått sin första vaccindos i Arena Vänersborg denna vecka och en del har lämnat sina hemkommuner för att åka till Vänersborgs Arena och få vaccin, efter att kommunen sänkte vaccineringsåldern. Jag känner att jag har inte råd att vänta tills jag kan ta det i min hemkommun , säger Magnus Larsson från Göteborg, som fick sin spruta i Arena Vänersborg. Malin Aronsson, en av dem som ansvarar för vaccineringen, säger att de flesta kommer från närområdet men att några enstaka även kommer från andra regioner. 
1009	2021-05-07	PBLMD	 Bättre kvalitet kommer att kunna komma i de här jämförelserna över tid , säger Mona Heurgren vid Socialstyrelsen. Foto: Anders Wiklund/TT, Björn Larsson Rosvall /TT Överdödligheten i Sverige under pandemiåret 2020 var lägre i jämförelse med andra Europeiska länder med överdödlighet som ingår i publicerade jämförelser, enligt statistik från Socialstyrelsen. Socialminister Lena_Hallengren (S) konstaterar att det finns olika sätt att mäta dödstal i världen, vilket hon kallar problematiskt . - Inga säkra jämförelser och slutsatser kan göras förrän pandemin är över, säger hon. Socialminister Lena_Hallengren ifrågasätter nyttan av att redovisa statistik vecka för vecka, och uttrycker även att överdödlighet torde vara det bästa sättet att mäta dödstalen under coronapandemin. Därför har Socialstyrelsen har fått uppdraget att kartlägga hur dödsfall i covid_19 rapporteras nationellt och internationellt. Stora skillnader i hur siffror framställs Dödligheten i Sverige är högre än den i våra nordiska grannläder, som har en underdödlighet för år 2020. - Det finns stora skillnader i hur olika länder framställer siffror på antal avlidna. Bättre kvalitet kommer att kunna komma i de här jämförelserna över tid, säger Mona Heurgren, avdelningschef på Socialstyrelsen och ansvarig för dödsfallsregistret. Den svenska överdödligheten är däremot lägre i jämförelse med andra Europeiska länder med överdödlighet som ingår i publicerade jämförelser. Mer kompletta analyser kan göras då alla länders slutliga data för 2020 är klara och rapporterade till bland annat EU:s statistikbyrå Eurostat. Covid_19 tredje vanligaste dödsorsaken Publicerade analyser av preliminär statistik visar att Sverige har en överdödlighet på 3 procent år 2020 i förhållande till den tidigare femårsperioden, enligt Socialstyrelsen. Covid_19 var den tredje vanligaste dödsorsaken i Sverige, efter hjärt- och kärlsjukdom och cancer. Socialstyrelsen ifrågasätter även jämförelser mellan olika länder och lyfter bland annat fram att det är stora skillnader i hur uppgifter om avlidna i covid_19 redovisas i Europa och globalt, att länder använder flera metoder för olika syften samt att uppgifterna för 2020 är ännu prelimära. 
1010	2021-05-07	PBLMD	 Mer än dubbelt så många än vad officiella siffror visar kan ha mist livet i sviterna av coronaviruset i världen, visar en ny studie. Foto: KIM LUDBROOK / TT Mer än dubbelt så många än vad officiella siffror visar kan ha mist livet i sviterna av coronaviruset i världen. Den slutsatsen drar University_of_Washingtons institut för hälsoberäkningar och utvärdering (IHME) i en ny analys. Forskarna har kommit_fram till att nästan 6,9 miljoner människor har avlidit efter att ha insjuknat i covid-19, jämfört med de dryga 3,2 miljoner dödsfall som, enligt Johns Hopkins-universitetet, hittills har registrerats globalt. Den rapporterade dödligheten är kraftigt kopplad till hur många covidtester som görs i ett land, enligt IHME. - Om man inte testar särskilt mycket, så kommer man sannolikt att missa en massa coviddödsfall, säger IHME:s chef Christopher Murray. Socialstyrelsen säkra på sin statistik Mona Heurgren, avdelningschef på Socialstyrelsen och ansvarig för dödsfallsregistret, säger att studien i fråga baserar sig på de smittskyddssiffror som myndigheten rekommenderar att man inte ska använda för internationella jämförelser, eftersom de siffrorna beror väldigt mycket på hur mycket man har provtagit. - Det kan vara så i många av länderna att man inte provtagit så många, framför allt i början av pandemin, och då inte hittat de här dödfallen, säger hon. Socialstyrelsen understryker att deras dödorsaksstatistik bygger på de intyg som skapas efter alla dödsfall som sker i Sverige, som sedan skickas_in till Socialstryrelsen som granskar, dokumenterar och registrerar det. Så det är inte så att dödligheten i Sverige kan vara dubbelt så stor? Ni känner_er säkra på den statistik som finns? - Ja. Den är gjort enligt samma metod som använts sedan 1961 på dödsorsaksintyg. Vi har också stämt av vår statistik mot FHM och SCB och vi kommer_fram till ungefär samma resultat, säger Mona Heurgren. FAKTA: IHME Institutet tillhandahåller jämförbara mätningar över globala hälsofrågor. De har citerats av Vita huset och dess rapporter följs noga av folkhälsomyndigheter. 
1011	2021-05-07	PBLMD	 Personal som jobbar i andra människors hem där det finns konstaterad eller misstänkt covid_19 ska få ha andningsskydd. Det står klart efter att Arbetsmiljöverket beslutat om nya riktlinjer. Att jobba i ett hem där någon drabbats av covid_19 innebär särskilda risker för att smittas av viruset. Till följd av detta har nu Arbetsmiljöverket beslutat att de som arbetar i andra människors hem, exempelvis hemtjänstpersonal och städare, där någon drabbats eller misstänks ha drabbats av viruset ska ha både visir och andningsskydd, som ger ett tätare skydd. Det är en förändring jämfört med det krav på visir och munskydd som gäller i dag. - Bakgrunden till det här beslutet är att det har kommit allt fler studier som tyder på att man faktiskt kan smitta även på avstånd längre än två meter, säger Fredrik Haux, sakkunnig handläggare inom inomhusmiljö vid Arbetsmiljöverket. Vanlig ventilation bristfällig Haux hänvisar framför allt till studier som funnit att det krävs effektiva ventilationssystem för att få ner koncentrationen av små viruspartiklar, så kallade aerosoler På många arbetsplatser finns ventilationssystem som klarar av detta. - Ventilationen i vanliga bostäder är däremot inte ämnad att skingra aerosoler och partiklar på det sättet, de har inte alls de flödena som krävs för det. Borde inte de här hårdare riktlinjerna ha införts tidigare? - Det kan man tycka, men det är alltid lätt att vara efterklok. När man befinner_sig mitt i en pandemi så tar man de beslut som man anser vara viktiga just då och sedan ett par månader efter så kanske man tänker annorlunda, jag tycker inte att det är så konstigt. Men självklart hade det varit bra om man hade kommit_fram till det här tidigare, säger Fredrik Haux. 
1012	2021-05-07	PBLMD	 Sommaren med stugsemestrar och campingturer hägrar runt hörnet och nu börjar många vaccinera_sig inför fästingsäsongen. Men se upp - TBE-vaccinet och vaccinet mot covid_19 ska inte krocka med varandra. - Man vill vara observant på vilka biverkningar man får av vilket vaccin, säger läkaren Elda Sparrelid. Fästingar är ett lika säkert som ovälkommet sommartecken. Mellan april och oktober finns det risk att smittas av fästingburen hjärnhinneinflammation (TBE), även om de flesta smittas under sommaren. Men den som tänkt vaccinera_sig mot TBE i år bör tänka till lite extra innan man planerar sina sprutor. Vaccinet ska nämligen inte tas för nära inpå vaccinet mot covid-19. - Covid_19 är ett nytt vaccin och man vill vara observant på eventuella biverkningar. Därför ska man inte ge flera vaccinationer samtidigt, för att kunna särskilja vilka eventuella biverkningar man får av vilket vaccin, förklarar Elda Sparrelid, chefläkare i Region Stockholm. En veckas mellanrum Rekommendationen är att du inte ska vaccinera_dig mot TBE sju dagar innan och sju dagar efter att du vaccinerat_dig mot covid-19. TBE ges vanligtvis i tre doser för att få ett fullgott skydd, medan coronavaccinen ges i två doser. Sparrelid påpekar dock att det inte är farligt att vaccinen blandas. - Det här gäller alla vaccin. Man ska inte avstå ett vaccin som är nödvändigt, stelkramp om man fått en stor sårskada till exempel, för att man blivit covidvaccinerad två dagar innan. Bra med ett par doser innan sommaren För personer i den yngre delen av befolkningen, som får vänta ännu ett tag på coronavaccin, är det en god idé att boka_in sig för TBE-vaccinering redan nu, tycker Sparrelid. Särskilt om man bor i områden med mycket skog och mark och har planerat att vistas mycket ute i naturen i sommar. - Om man aldrig fått en dos är det bra att hinna få ett par doser innan sommaren, då är man ganska väl skyddad. Pandemin gör ju dessutom att väldigt många är ute i naturen mer än tidigare, säger hon. Hör entomologen Anders Lindström svara på fem påståenden om fästingar. Foto: SVT. 
1013	2021-05-07	PRDCL	 Den 12 mars i år lanserades Läkaruppropet av tre svenska läkare som betonar att den eventuella nyttan som coronapolitiken har måste vägas mot de dokumenterade negativa effekterna denna för med sig i form av exempelvis uppskjuten vård, bristande skolnärvaro och undervisning, fysisk inaktivitet, isolering och psykisk ohälsa, försämrad framtida folkhälsa, arbetslöshet och konkurser med mera. Som läkare och forskare vill vi höja våra röster mot de skadliga restriktioner som pågår i Sverige. , inleder man i uppropet. De kanske mest missriktade åtgärderna är de som drabbar barn. Enligt CDC, amerikanska smittskyddsenheten, är covid_19 farligare för äldre än vanlig säsongsinfluensa, men för barn är risken att dö lägre än vid influensa. Precis som FHM hävdar är barn och skolor inte drivande i pandemin. Ett stort antal studier visar att skolstängningar inte minskar smittspridningen i samhället, men effekterna av distansundervisning för utsatta barn kan bli förödande. Barns idrottsaktiviteter har varit inställda och viss tävlingsidrott är fortsatt begränsad, vilket försämrar deras allmänna hälsa och immunförsvar. Att en hel generation får sämre utbildning kommer att påverka deras framtidsutsikter. Läkarna som tagit initiativ till uppropet är Sven Román, överläkare och specialist i barn och ungdomspsykiatri, Nils Littorin, ST-läkare i psykiatri och doktor i klinisk mikrobiologi samt Sebastian Rushworth, AT-läkare. De pekar på att samhällsskadorna av nedstängningspolitiken är nästintill oöverskådliga och efterlyser att stoppa restriktionerna samtidigt som man skyddar riskgrupperna. De konstaterar likt många andra medicinska experter att covid_19 inte längre utgör ett akut hot mot Sverige och att det därför är orimligt att införa mer restriktioner. De flesta av de länder som infört striktare åtgärder än Sverige har haft högre dödlighet, ett tydligt tecken på att metoderna inte hjälper. Skadan för våra samhällen är nästintill oöverskådlig och med långvariga konsekvenser. Två av Sveriges främsta experter på global hälsa, professorerna Anna Mia Ekström och Stefan Swartling Peterson, har nyligen utifrån bland annat FN-statistik beräknat att lika många har avlidit som en följd av restriktionerna som av viruset. Då restriktionerna framför allt dödar barn och unga vuxna är antal förlorade levnadsår sannolikt fem till tio gånger högre på grund av samhällets nedstängning jämfört med effekterna av viruset. 
1014	2021-05-08	NEWS	 Av de som testades positivt kände 96 procent av symtom Folkhälsomyndigheten presenterade i torsdags en ny studie kring asymptomatisk smitta. Av de som testade positivt för covid_19 så kände 96 procent av symtom vid tiden runt provtagningen. 
1015	2021-05-08	NEWS	 En ny studie visar att ibuprofen inte ökar risken för att drabbas hårt av coronaviruset. Arkivbild. Att ta antiinflammatoriska läkemedel som ibuprofen ökar inte risken för att drabbas hårt av covid-19, enligt en ny studie. Studien, som publiceras i den medicinska tidskriften Lancet Rheumatology, är den hittills största på området och visar varken på en ökad risk att utveckla en allvarlig form av covid_19 eller att dö av sjukdomen bland personer som tar exempelvis Ipren. I början av coronapandemin fanns en oro kring att smärtstillande läkemedel som också hämmar inflammation, så kallade NSAID, kunde förvärra tillståndet vid covid-19. Bland annat gick Frankrikes hälsominister ut och uppmanade människor att vid feber välja paracetamol. Även WHO varnade för att självmedicinera med värktabletter med ibuprofen. Men forskarna kan i den nya studien inte se några sådana effekter. Vi har nu tydliga bevis för att NSAID är säkra att använda hos patienter med covid-19, vilket bör försäkra både läkare och patienter om att de kan fortsätta att användas på samma sätt som innan pandemin började , säger huvudförfattaren Ewen Harrison, professor vid University_of_Edinburgh, i ett pressmeddelande. I studien ingick 72_000 patienter med covid_19 som vårdats på sjukhus, varav drygt 4 200 tagit NSAID före sjukhusvistelsen. Andelen som avled var i princip lika stor - 30,4 procent bland dem som hade tagit läkemedlet, mot 31,3 bland dem som inte gjort det. De som tagit antiinflammatoriska värktabletter behövde inte heller oftare respiratorvård eller liknande, enligt studien. Studien utfördes i Storbritannien, där ibuprofen är det vanligaste NSAID-läkemedlet. Det är därmed oklart om resultaten är lika tillämpliga i länder där andra former av läkemedlet används. Av studien framgår inte heller hur länge patienterna hade tagit antiinflammatoriska värktabletter, och om de tog dem för ett allvarligt kroniskt tillstånd eller tillfälliga symtom. Det svenska Läkemedelsverket uttalade redan för över ett år sedan att det inte såg någon anledning att generellt avråda från att ta Ipren eller andra smärtstillande och inflammationshämmande läkemedel under pandemin. 
